"name","image","rarity","team","idol","level","master","number","life","total_min","dance_min","total_MAX","dance_MAX","total_MM","dance_MM","vocal_min","visual_min","vocal_MAX","visual_MAX","vocal_MM","visual_MM","get_card","center","skill_type","skill","date","evol","gasya"
"小悪魔リビングデッド　松田亜利沙＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1538460385.jpg","SSR＋","プリンセス","松田亜利沙","90","4","822","40","7434","3200","16497","7100","18477","7952","1748","2486","3879","5518","4343","6182","覚醒
小悪魔リビングデッド　松田亜利沙を覚醒
","Princessステップ
Princessタイプのダンス値が90％アップ
","スコアアップ

","トリック・オア・ステージ！
12秒ごとに31％の確率で6秒間、Perfect/Greatのスコアが30％アップ
","2018-10-02","NULL","NULL"
"Starry Melody！　箱崎星梨花","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1538548679.jpg","SR","エンジェル","箱崎星梨花","60","4","825","35","6429","2782","12646","5472","14418","6240","1497","2150","2944","4230","3356","4822","シアター
【イベント】プラチナスターシアター～Starry Melody～
","Angelステップ
Angelタイプのダンス値が60％アップ
","コンボボーナス

","夢のような景色
9秒ごとに36％の確率で4秒間、コンボボーナスが20％アップ
","2018-10-03","Starry Melody！　箱崎星梨花＋

","×

"
"Starry Melody！　箱崎星梨花＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1538548687.jpg","SR＋","エンジェル","箱崎星梨花","70","4","826","35","6443","2788","14752","6384","16524","7152","1500","2155","3434","4934","3846","5526","覚醒
Starry Melody！　箱崎星梨花を覚醒
","Angelステップ
Angelタイプのダンス値が60％アップ
","コンボボーナス

","夢のような景色
9秒ごとに36％の確率で4秒間、コンボボーナスが20％アップ
","2018-10-03","NULL","NULL"
"Starry Melody！　春日未来","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1538548696.jpg","SR","プリンセス","春日未来","60","4","827","35","6109","1445","12018","2842","13698","3238","2648","2016","5210","3966","5938","4522","シアター
【イベント】プラチナスターシアター～Starry Melody～
","Princessチャージ
Princessタイプのライフが30％アップ
","ライフ回復

","きらめく星に願いを
6秒ごとに31％の確率で3秒間、Perfectでライフが3回復
","2018-10-03","Starry Melody！　春日未来＋

","×

"
"Starry Melody！　春日未来＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1538550567.jpg","SR＋","プリンセス","春日未来","70","4","828","35","7804","1844","14022","3316","15702","3712","3383","2577","6078","4628","6806","5184","覚醒
Starry Melody！　春日未来を覚醒
","Princessチャージ
Princessタイプのライフが30％アップ
","ライフ回復

","きらめく星に願いを
6秒ごとに31％の確率で3秒間、Perfectでライフが3回復
","2018-10-03","NULL","NULL"
"崇高なる光芒　北沢志保","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1539448587.jpg","SR","フェアリー","北沢志保","60","4","837","35","5889","2547","11584","5010","13204","5710","1395","1947","2744","3830","3128","4366","ミリコレ
【イベント】ミリコレ！～MILLIONLIVE COLLECTION～ 201810
","Fairyチャージ
Fairyタイプのライフが30％アップ
","ライフ回復

","クリアトーンボイス
9秒ごとに31%の確率で5秒間、Perfectでライフが3回復
","2018-10-13","崇高なる光芒　北沢志保＋

","×

"
"崇高なる光芒　北沢志保＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1539448615.jpg","SR＋","フェアリー","北沢志保","70","4","838","35","5902","2553","13514","5844","15134","6544","1398","1951","3201","4469","3585","5005","覚醒
崇高なる光芒　北沢志保を覚醒
","Fairyチャージ
Fairyタイプのライフが30％アップ
","ライフ回復

","クリアトーンボイス
9秒ごとに31%の確率で5秒間、Perfectでライフが3回復
","2018-10-13","NULL","NULL"
"ときめきハプニング　双海亜美","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1539448678.jpg","SR","エンジェル","双海亜美","60","4","839","35","5830","1943","11470","3822","13078","4358","2222","1665","4372","3276","4984","3736","ミリコレ
【イベント】ミリコレ！～MILLIONLIVE COLLECTION～ 201810
","Angelテクニック
Angelタイプのスキル発動率が20％アップ
","判定強化

","名探偵の恥じらい
13秒ごとに26%の確率で6秒間、Great/GoodをPerfectにする
","2018-10-13","ときめきハプニング　双海亜美＋

","×

"
"ときめきハプニング　双海亜美＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1539448701.jpg","SR＋","エンジェル","双海亜美","70","4","840","35","5844","1947","12981","4060","14989","4996","2228","1669","5100","3821","5712","4281","覚醒
ときめきハプニング　双海亜美を覚醒
","Angelテクニック
Angelタイプのスキル発動率が20％アップ
","判定強化

","名探偵の恥じらい
13秒ごとに26%の確率で6秒間、Great/GoodをPerfectにする
","2018-10-13","

","

"
"出発進行！　矢吹可奈","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1539448734.jpg","R","プリンセス","矢吹可奈","40","4","841","30","4346","1451","8482","2832","9754","3256","1239","1656","2418","3232","2782","3716","ミリコレ
【イベント】ミリコレ！～MILLIONLIVE COLLECTION～ 201810
","Princessコーデ
Princessタイプのビジュアル値が30％アップ
","スコアアップ

","ほのぼの車掌さん
9秒ごとに31％の確率で6秒間、Perfectのスコアが20％アップ
","2018-10-13","出発進行！　矢吹可奈＋

","○

"
"出発進行！　矢吹可奈＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1539448759.jpg","R＋","プリンセス","矢吹可奈","50","4","842","30","4367","1458","10602","3540","11874","3964","1245","1664","3022","4040","3386","4524","覚醒
出発進行！　矢吹可奈を覚醒
","Princessコーデ
Princessタイプのビジュアル値が30％アップ
","スコアアップ

","ほのぼの車掌さん
9秒ごとに31％の確率で6秒間、Perfectのスコアが20％アップ
","2018-10-13","NULL","NULL"
"獲物発見！　島原エレナ","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1539533079.jpg","R","エンジェル","島原エレナ","40","4","835","30","4351","1015","8488","1980","9764","2276","1880","1456","3668","2840","4220","3268","プラチナガシャ

","Angelチャージ
Angelタイプのライフが20％アップ
","ダメージガード

","先制かみつき！
9秒ごとに21％の確率で4秒間、ライフが減少しない
","2018-10-12","獲物発見！　島原エレナ＋

","○

"
"獲物発見！　島原エレナ＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1539533258.jpg","R＋","エンジェル","島原エレナ","50","4","836","30","4372","1020","10612","2476","11888","2772","1889","1463","4585","3551","5137","3979","覚醒

","Angelチャージ
Angelタイプのライフが20％アップ
","ダメージガード

","先制かみつき！
9秒ごとに21％の確率で4秒間、ライフが減少しない
","2018-10-12","NULL","NULL"
"ファンシーパンダステージ　最上静香","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1539533673.jpg","SR","フェアリー","最上静香","60","4","833","35","5828","2255","11464","4436","13068","5056","1642","1931","3230","3798","3682","4330","プラチナガシャ
もふもふパラダイスガシャ
","Fairyステップ
Fairyタイプのダンス値が60％アップ
","スコアアップ

","もふもふパンチ☆
13秒ごとに36％の確率で6秒間、Perfectのスコアが26％アップ
","2018-10-12","ファンシーパンダステージ　最上静香＋

","○

"
"ファンシーパンダステージ　最上静香＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1539533794.jpg","SR＋","フェアリー","最上静香","70","4","834","35","5841","2260","13376","5175","14980","5795","1646","1935","3769","4432","4221","4964","覚醒

","Fairyステップ
Fairyタイプのダンス値が60％アップ
","スコアアップ

","もふもふパンチ☆
13秒ごとに36％の確率で6秒間、Perfectのスコアが26％アップ
","2018-10-12","NULL","NULL"
"アニマル・パレード♪　木下ひなた","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1539534127.jpg","SSR","エンジェル","木下ひなた","80","4","831","40","7371","2475","14560","4888","16528","5548","1708","3188","3374","6298","3830","7150","プラチナガシャ

","Angelコーデ
Angelタイプのビジュアル値が90％アップ
","スコアアップ

","森のステキなおともだち
11秒ごとに31％の確率で6秒間、Perfect/Greatのスコアが30％アップ
","2018-10-12","アニマル・パレード♪　木下ひなた＋

","○

"
"アニマル・パレード♪　木下ひなた＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1539534244.jpg","SSR＋","エンジェル","木下ひなた","90","4","832","40","7381","2478","16381","5500","18349","6160","1710","3193","3796","7085","4252","7937","覚醒

","Angelコーデ
Angelタイプのビジュアル値が90％アップ
","スコアアップ

","森のステキなおともだち
11秒ごとに31％の確率で6秒間、Perfect/Greatのスコアが30％アップ
","2018-10-12","NULL","NULL"
"ハンサム・ビースト　菊地真","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1539534186.jpg","SSR","プリンセス","菊地真","80","4","829","40","7435","1502","14684","2966","16664","3366","3458","2475","6830","4888","7750","5548","プラチナガシャ
もふもふパラダイスガシャ
","Princessハーモニー
Princessタイプのボーカル値が90％アップ
","コンボボーナス

","白き雄叫び
12秒ごとに31％の確率で6秒間、コンボボーナスが26％アップ
","2018-10-12","ハンサム・ビースト　菊地真＋

","△
期間限定
"
"ハンサム・ビースト　菊地真＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1539534208.jpg","SSR＋","プリンセス","菊地真","90","4","830","40","7444","1504","16519","3336","18499","3736","3462","2478","7683","5501","8603","6160","覚醒

","Princessハーモニー
Princessタイプのボーカル値が90％アップ
","コンボボーナス

","白き雄叫び
12秒ごとに31％の確率で6秒間、コンボボーナスが26％アップ
","2018-10-12","NULL","NULL"
"劇場サスペンス［探偵］　白石紬","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1540188423.jpg","SSR","フェアリー","白石紬","80","4","843","40","7397","3210","14612","6340","16584","7196","2458","1729","4856","3416","5512","3876","プラチナガシャ
THE＠TER BOOST！ 劇場サスペンスガシャ
","Fairyステップ
Fairyタイプのダンス値が90％アップ
","スコアアップ

","指指す先の真実
12秒ごとに31％の確率で6秒間、Perfect/Greatのスコアが30％アップ
","2018-10-22","劇場サスペンス［探偵］　白石紬＋

","○

"
"劇場サスペンス［探偵］　白石紬＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1540188432.jpg","SSR＋","フェアリー","白石紬","90","4","844","40","7408","3214","16438","7132","18410","7988","2462","1732","5463","3843","6119","4303","覚醒
劇場サスペンス［探偵］　白石紬を覚醒
","Fairyステップ
Fairyタイプのダンス値が90％アップ
","スコアアップ

","指差す先の真実
12秒ごとに31％の確率で6秒間、Perfect/Greatのスコアが30％アップ
","2018-10-22","NULL","NULL"
"劇場サスペンス［支配人］　真壁瑞希","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1540188440.jpg","SSR","フェアリー","真壁瑞希","80","4","845","40","7378","2466","14576","4872","16544","5528","3191","1721","6304","3400","7156","3860","プラチナガシャ
THE＠TER BOOST！ 劇場サスペンスガシャ
","Fairyハーモニー
Fairyタイプのボーカル値が90％アップ
","スコアアップ

","劇場は我が家
10秒ごとに31％の確率で5秒間、Perfect/Greatのスコアが30％アップ
","2018-10-22","劇場サスペンス［支配人］　真壁瑞希＋

","○

"
"劇場サスペンス［支配人］　真壁瑞希＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1540188448.jpg","SSR＋","フェアリー","真壁瑞希","90","4","846","40","7390","2470","16397","5482","18465","6138","3196","1724","7091","3824","7943","4384","覚醒
劇場サスペンス［支配人］　真壁瑞希を覚醒
","Fairyハーモニー
Fairyタイプのボーカル値が90％アップ
","スコアアップ

","劇場は我が家
10秒ごとに31％の確率で5秒間、Perfect/Greatのスコアが30％アップ
","2018-10-22","NULL","NULL"
"劇場サスペンス［元大女優］　馬場このみ","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1540188456.jpg","SR","エンジェル","馬場このみ","60","4","847","35","5829","2242","11466","4410","13070","5026","1642","1945","3230","3826","3682","4362","プラチナガシャ
THE＠TER BOOST！ 劇場サスペンスガシャ
","Angelステップ
Angelタイプのダンス値が60％アップ
","スコアアップ

","大御所の風格
11秒ごとに36％の確率で5秒間、Perfectのスコアが26％アップ
","2018-10-22","劇場サスペンス［元大女優］　馬場このみ＋

","○

"
"劇場サスペンス［元大女優］　馬場このみ＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1540188464.jpg","SR＋","エンジェル","馬場このみ","70","4","848","35","5842","2247","13377","5146","14981","5762","1646","1949","3768","4463","4220","4999","覚醒
劇場サスペンス［元大女優］　馬場このみを覚醒
","Angelステップ
Angelタイプのダンス値が60％アップ
","スコアアップ

","大御所の風格
11秒ごとに36％の確率で5秒間、Perfect/Greatのスコアが26％アップ
","2018-10-22","NULL","NULL"
"劇場サスペンス［新ヒロイン］　田中琴葉","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1540190119.jpg","SR","プリンセス","田中琴葉","60","4","849","35","6425","2138","12638","4206","14406","4794","1502","2785","2954","5478","3366","6246","ツアー
【イベント】プラチナスターツアー～ラスト・アクトレス～
","Princessコーデ
Princessタイプのビジュアル値が60％アップ
","コンボボーナス

","最高の舞台のために
9秒ごとに31％の確率で5秒間、コンボボーナスが20％アップ
","2018-10-22","劇場サスペンス［新ヒロイン］　田中琴葉＋

","×

"
"劇場サスペンス［新ヒロイン］　田中琴葉＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1540190129.jpg","SR＋","プリンセス","田中琴葉","70","4","850","35","6439","2143","14743","4907","16510","5495","1505","2791","3446","6390","3858","7158","覚醒
劇場サスペンス［新ヒロイン］　田中琴葉を覚醒
","Princessコーデ
Princessタイプのビジュアル値が60％アップ
","コンボボーナス

","最高の舞台のために
9秒ごとに31％の確率で5秒間、コンボボーナスが20％アップ
","2018-10-22","NULL","NULL"
"劇場サスペンス［スタア］　周防桃子","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1540190137.jpg","SR","フェアリー","周防桃子","60","4","851","35","6130","1442","12060","2836","13748","3232","2041","2647","4016","5208","4580","5936","ツアー
【イベント】プラチナスターツアー～ラスト・アクトレス～
","Fairyチャージ
Fairyタイプのライフが30％アップ
","ダメージガード

","女優のプライド
11秒ごとに21％の確率で5秒間、ライフが減少しない
","2018-10-22","劇場サスペンス［スタア］　周防桃子＋

","×

"
"劇場サスペンス［スタア］　周防桃子＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1540190145.jpg","SR＋","フェアリー","周防桃子","70","4","852","35","6145","1445","14070","3308","15758","3704","2046","2654","4686","6076","5250","6804","覚醒
劇場サスペンス［スタア］　周防桃子を覚醒
","Fairyチャージ
Fairyタイプのライフが30％アップ
","ダメージガード

","女優のプライド
11秒ごとに21％の確率で5秒間、ライフが減少しない
","2018-10-22","NULL","NULL"
"フォーチュンガール　篠宮可憐","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1540968284.jpg","SSR","エンジェル","篠宮可憐","80","4","853","40","7437","3453","14690","6820","16670","7740","2497","1487","4932","2938","5596","3334","プラチナガシャ
フォーチュンガールズガシャ
","Angelステップ
Angelタイプのダンス値が90％アップ
","コンボボーナス

","気高きまなざし
9秒ごとに31％の確率で5秒間、コンボボーナスが26％アップ
","2018-10-31","フォーチュンガール　篠宮可憐＋

","△
期間限定
"
"フォーチュンガール　篠宮可憐＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1540968295.jpg","SSR＋","エンジェル","篠宮可憐","90","4","854","40","7446","3457","16526","7672","18506","8592","2500","1489","5549","3305","6213","3701","覚醒
フォーチュンガール　篠宮可憐を覚醒
","Angelステップ
Angelタイプのダンス値が90％アップ
","コンボボーナス

","気高きまなざし
9秒ごとに31％の確率で5秒間、コンボボーナスが26％アップ
","2018-10-31","NULL","NULL"
"フォーチュンガール　天空橋朋花","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1540968327.jpg","SSR","フェアリー","天空橋朋花","80","4","855","40","7403","3212","14624","6344","16596","7200","2466","1725","4872","3408","5528","3868","プラチナガシャ
フォーチュンガールズガシャ
","Fairyステップ
Fairyタイプのダンス値が90％アップ
","スコアアップ

","ふりそそぐ慈愛
7秒ごとに31％の確率で4秒間、Perfect/Greatのスコアが30％アップ
","2018-10-31","フォーチュンガール　天空橋朋花＋

","○

"
"フォーチュンガール　天空橋朋花＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1540968362.jpg","SSR＋","フェアリー","天空橋朋花","90","4","856","40","7414","3216","16455","7138","18427","7994","2470","1728","5482","3835","6138","4295","覚醒
フォーチュンガール　天空橋朋花を覚醒
","Fairyステップ
Fairyタイプのダンス値が90％アップ
","スコアアップ

","ふりそそぐ慈愛
7秒ごとに31％の確率で4秒間、Perfect/Greatのスコアが30％アップ
","2018-10-31","NULL","NULL"
"フォーチュンガール　春日未来","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1540968305.jpg","SR","プリンセス","春日未来","60","4","857","35","6104","1429","12010","2812","13690","3204","2031","2644","3996","5202","4556","5930","プラチナガシャ
フォーチュンガールズガシャ
","Princessコーデ
Princessタイプのビジュアル値が60％アップ
","スコアアップ

","無限大パフォーマンス！
9秒ごとに31％の確率で5秒間、Perfectのスコアが26％アップ
","2018-10-31","フォーチュンガール　春日未来＋

","△
期間限定
"
"フォーチュンガール　春日未来＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1540968316.jpg","SR＋","プリンセス","春日未来","70","4","858","35","6120","1433","14013","3281","15693","3673","2036","2651","4663","6069","5223","6797","覚醒
フォーチュンガール　春日未来を覚醒
","Princessコーデ
Princessタイプのビジュアル値が60％アップ
","スコアアップ

","無限大パフォーマンス！
9秒ごとに31％の確率で5秒間、Perfectのスコアが26％アップ
","2018-10-31","NULL","NULL"
"ウンババウッホッホ！　大神環","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1541398442.jpg","SR","エンジェル","大神環","60","4","859","35","6484","2169","12781","4266","14542","4862","2811","1504","5530","2958","6306","3374","シアター
【イベント】プラチナスターシアター～ジャングル☆パーティー～
","Angelハーモニー
Angelタイプのボーカル値が60％アップ
","コンボボーナス

","ズンドコスマイル！
13秒ごとに31％の確率で7秒間、コンボボーナスが20％アップ
","2018-11-05","ウンババウッホッホ！　大神環＋

","×

"
"ウンババウッホッホ！　大神環＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1541398450.jpg","SR＋","エンジェル","大神環","70","4","860","35","6499","2174","14880","4978","16666","5574","2818","1507","6451","3451","7227","3867","覚醒
ウンババウッホッホ！　大神環を覚醒
","Angelハーモニー
Angelタイプのボーカル値が60％アップ
","コンボボーナス

","ズンドコスマイル！
13秒ごとに31％の確率で7秒間、コンボボーナスが20％アップ
","2018-11-05","NULL","NULL"
"ウンババウッホッホ！　双海真美","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1541398458.jpg","SR","エンジェル","双海真美","60","4","861","35","6104","2032","12008","3998","13688","4558","1451","2621","2854","5156","3254","5876","シアター
【イベント】プラチナスターシアター～ジャングル☆パーティー～
","Angelチャージ
Angelタイプのライフが30％アップ
","ライフ回復

","ゴリゴリライブ！
9秒ごとに31％の確率で5秒間、Perfectでライフが3回復
","2018-11-05","ウンババウッホッホ！　双海真美＋

","×

"
"ウンババウッホッホ！　双海真美＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1541398471.jpg","SR＋","エンジェル","双海真美","70","4","862","35","6118","2037","14009","4664","15689","5224","1454","2627","3329","6016","3729","6736","覚醒
ウンババウッホッホ！　双海真美を覚醒
","Angelチャージ
Angelタイプのライフが30％アップ
","ライフ回復

","ゴリゴリライブ！
9秒ごとに31％の確率で5秒間、Perfectでライフが3回復
","2018-11-05","NULL","NULL"
"知性派ハイカラ娘　秋月律子","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542089365.jpg","SSR","フェアリー","秋月律子","80","4","863","40","7443","3447","14700","6808","16684","7728","1503","2493","2968","4924","3368","5588","プラチナガシャ
休日デートガシャ
","Fairyステップ
Fairyタイプのダンス値が90％アップ
","コンボボーナス

","乙女心ミステリー
9秒ごとに31％の確率で5秒間、コンボボーナスが26％アップ
","2018-11-13","知性派ハイカラ娘　秋月律子＋

","△
期間限定
"
"知性派ハイカラ娘　秋月律子＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542089375.jpg","SSR＋","フェアリー","秋月律子","90","4","864","40","0","3451","16537","7658","18521","8578","1503","2496","3340","5539","3740","6203","覚醒
知性派ハイカラ娘　秋月律子を覚醒
","Fairyステップ
Fairyタイプのダンス値が90％アップ
","コンボボーナス

","乙女心ミステリー
9秒ごとに31％の確率で5秒間、コンボボーナスが26％アップ
","2018-11-13","NULL","NULL"
"憧れの大変身　高坂海美","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542089382.jpg","SSR","プリンセス","高坂海美","80","4","865","40","7418","1725","14652","3408","16628","3868","2477","3216","4892","6352","5552","7208","プラチナガシャ
休日デートガシャ
","Princessコーデ
Princessタイプのビジュアル値が90％アップ
","スコアアップ

","どきどきイメージチェンジ
12秒ごとに31％の確率で6秒間、Perfect/Greatのスコアが30％アップ
","2018-11-13","憧れの大変身　高坂海美＋

","○

"
"憧れの大変身　高坂海美＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542089390.jpg","SSR＋","プリンセス","高坂海美","90","4","866","40","7428","1728","16484","3833","18460","4293","2480","3220","5504","7147","6164","8003","覚醒
憧れの大変身　高坂海美を覚醒
","Princessコーデ
Princessタイプのビジュアル値が90％アップ
","スコアアップ

","どきどきイメージチェンジ
12秒ごとに31％の確率で6秒間、Perfect/Greatのスコアが30％アップ
","2018-11-13","NULL","NULL"
"スターライトプリンセス　星井美希","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542089404.jpg","SR","エンジェル","星井美希","60","4","867","35","5858","1964","11524","3864","13136","4404","2541","1353","4998","2662","5698","3034","プラチナガシャ
休日デートガシャ
","Angelハーモニー
Angelタイプのボーカル値が60％アップ
","スコアアップ

","プリンセスパレード
9秒ごとに36％の確率で4秒間、Perfectのスコアが26％アップ
","2018-11-13","スターライトプリンセス　星井美希＋

","○

"
"スターライトプリンセス　星井美希＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542089412.jpg","SR＋","エンジェル","星井美希","70","4","868","35","5872","1969","13445","4509","15057","5049","2547","1356","5831","3105","6531","3477","覚醒
スターライトプリンセス　星井美希を覚醒
","Angelハーモニー
Angelタイプのボーカル値が60％アップ
","スコアアップ

","プリンセスパレード
9秒ごとに36％の確率で4秒間、Perfectのスコアが26％アップ
","2018-11-13","NULL","NULL"
"偶然の出会い　福田のり子","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542089420.jpg","R","プリンセス","福田のり子","40","4","869","30","4319","1645","8428","3210","5698","3690","1447","1227","2824","2394","3248","2754","プラチナガシャ
休日デートガシャ
","Princessテクニック
Princessタイプのスキル発動率が10％アップ
","判定強化

","ツーリング
9秒ごとに21％の確率で4秒間、GreatをPerfectにする
","2018-11-13","偶然の出会い　福田のり子＋

","○

"
"偶然の出会い　福田のり子＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542089426.jpg","R＋","プリンセス","福田のり子","50","4","870","30","4340","1653","10533","4012","11797","4492","1454","1233","3529","2992","3953","3352","覚醒
偶然の出会い　福田のり子を覚醒
","Princessテクニック
Princessタイプのスキル発動率が10％アップ
","判定強化

","ツーリング
9秒ごとに21％の確率で4秒間、GreatをPerfectにする
","2018-11-13","NULL","NULL"
"憧れの先生　桜守歌織","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542175851.jpg","SR","エンジェル","桜守歌織","60","4","871","35","5843","1935","11494","3806","13102","4338","1380","2528","2714","4974","3094","5670","ミリコレ
【イベント】ミリコレ！～MILLIONLIVE COLLECTION～ 201811
","Angelコーデ
Angelタイプのビジュアル値が60％アップ
","スコアアップ

","陽光のメロディ
13秒ごとに31％の確率で7秒間、Perfectのスコアが26％アップ
","2018-11-14","憧れの先生　桜守歌織＋

","×

"
"憧れの先生　桜守歌織＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542175860.jpg","SR＋","エンジェル","桜守歌織","70","4","872","35","5856","1939","13409","4440","15017","4972","1383","2534","3166","5803","3546","6499","覚醒
憧れの先生　桜守歌織を覚醒
","Angelコーデ
Angelタイプのビジュアル値が60％アップ
","スコアアップ

","陽光のメロディ
13秒ごとに31％の確率で7秒間、Perfectのスコアが26％アップ
","2018-11-14","NULL","NULL"
"和やかランチタイム　我那覇響","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542175867.jpg","SR","プリンセス","我那覇響","60","4","873","35","5868","1968","11544","3872","13160","4416","1643","2257","3232","4440","3684","5060","ミリコレ
【イベント】ミリコレ！～MILLIONLIVE COLLECTION～ 201811
","Princessチャージ
Princessタイプのライフが30％アップ
","ダメージガード

","あ～ん！
11秒ごとに31％の確率で5秒間、ライフが減少しない
","2018-11-14","和やかランチタイム　我那覇響＋

","NULL"
"和やかランチタイム　我那覇響＋","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542175876.jpg","SR＋","プリンセス","我那覇響","70","4","874","35","5882","1973","13468","4517","15084","5061","1647","2262","3770","5181","4222","5801","覚醒
和やかランチタイム　我那覇響を覚醒
","Princessチャージ
Princessタイプのライフが30％アップ
","ダメージガード

","あ～ん！
11秒ごとに31％の確率で5秒間、ライフが減少しない
","2018-11-14","NULL","NULL"
"ちいさなお目付け役　水瀬伊織","https://cdn.img-conv.gamerch.com/img.gamerch.com/imasml-theater-wiki/wikidb_img/1542175884.jpg","R","フェアリー","水瀬伊織","40","4","875","30","4353","1216","8492","2372","9764","2728","1674","1463","3266","2854","3754","3282","ミリコレ
【イベント】ミリコレ！～MILLIONLIVE COLLECTION～ 201811
","Fairyチャージ
Fairyタイプのライフが20％アップ
","ライフ回復

","集中しなさい！
11秒ごとに31％の確率で5秒間、Perfectでライフ2回復
","2018-11-14","ちいさなお目付け役　水瀬伊織＋

","○

"
